content,category
"Ik heb op geen enkele wijze een opmerking gemaakt over de tussenkomsten van de heer Dispa, maar wel over het feit dat hij een bepaalde mededeling deed namens de BBI, die niet correct is volgens verschillende mensen van de BBI die bij ons zijn geweest.",CFS
"Ik herhaal dat op basis van informatie vanuit Defensie, er in die specifieke periode geen enkel vliegtuig van de Belgische luchtmacht actief was in de provincie Aleppo.",CFS
Denk maar aan de discussie over LuxLeaks met Luxemburg.,NFS
Ook heeft de Belgische melksector een daling gezien van zijn handelstransacties tot 17 %.,CFS
"Het resultaat is dat er opnieuw ongeveer negenduizend mensen in het tentenkamp van Calais zouden verblijven, allen met één doel, met name zo snel mogelijk Frankrijk verlaten en in Groot-Brittannië geraken.",CFS
In 2016 was er één belangrijk moment waarop de fiscalefraudebestrijding helemaal in het daglicht kwam.,NFS
Dat betekent dat we nog steeds 11 miljoen meer geven dan het vorige jaar.,CFS
Dat geeft u zelf ook toe.,NFS
"Dat is juist, maar in 2001 is die bevoegdheid wel verregaand uitgediept met de regering-Verhofstadt en toen hebt u voorgestemd.",CFS
"Het komt erop aan na te gaan in welke mate in een beveiligde toegang voorzien kan worden voor alle Belgen in het buitenland, via de eID of een token, maar ik hoop via de eID.",NFS
"Dat maakt dat de FOD Financiën, na Defensie, nog altijd het grootste departement binnen de overheid vormt.",CFS
Onze politiediensten hebben verschillende kerntaken.,UFS
"Uit een studie van het Instituut voor de gelijkheid van vrouwen en mannen van 2010 blijkt dat een vrouw op zeven in het voorafgaande jaar minstens een gewelddadige handeling had ondergaan vanwege haar partner, wat neerkomt op bijna 40.000 gevallen per jaar.",CFS
We hebben het allemaal net iets te vaak gehoord om het allemaal te geloven.,NFS
Wij moeten kunnen voorbijgaan aan de commerciële ingesteldheid ten opzichte van de antiwitwasreglementering.,NFS
Het heeft niets te maken met wat wij wel of niet wilden.,NFS
Ondanks die conclusie komt de N-VA eigenlijk tot een andere conclusie.,NFS
"Mijnheer de voorzitter, mevrouw Smaers, u hebt al een groot stuk van het kader geschetst waarin heel deze discussie zich afspeelt.",NFS
Deze keer zullen ze ons niet meer beethebben.,NFS
De dossiers gaan veel te traag van het ene naar het andere specialisme over.,NFS
U hebt het over overleg.,NFS
"De dubbelstructuren zullen daarmee worden aangepakt, de uitkeringen voor de trust worden ook in rekening gebracht, een specifieke antimisbruikbepaling wordt hervormd zodat wij ook de sicavs kunnen aanpakken enzovoort.",CFS
"Er schort wat aan het rijgedrag van sommigen, maar ook de opvolging van de straffen en de geldboeten laat te wensen over.",NFS
De al dan niet bij een vakbond aangesloten werknemers zullen hun vertegenwoordigers eindelijk daadwerkelijk en via een geheime stemming kunnen verkiezen,CFS
Ik zal rekening houden met de argumenten van de Raad van State en het wettelijke kader herzien.,NFS
Wij vragen ook dat het wettelijk verankerd wordt.,UFS
"BNP Paribas komt jaar na jaar, en gisteren opnieuw, in het nieuws met schandalen",CFS
Wij hebben inderdaad altijd ervaren dat het FANC zijn werk kon doen onafhankelijk van de regering en onafhankelijk van de politiek.,NFS
"Daarom is de toekomst van SN, en onrechtstreeks van de luchthaven van Brussel, een materie van nationaal belang.",NFS
U zegt dus eigenlijk tegen de mensen dat ze hun plan moeten trekken.,NFS
Ik hoop dat u uw standpunt zult herzien.,NFS
De Belgische regering heeft niet formeel deelgenomen aan de eerder dit jaar opgestarte onderhandeling tussen de twee private en autonome ondernemingen.,CFS
"Mijnheer de minister, eis nultolerantie in sommige zones.",NFS
"Mijnheer de minister, ik wil u feliciteren dat u hiermee hebt doorgezet.",NFS
"Ten tweede, mijnheer Dewinter, u hebt het over 622 mensen op de OCAD-lijst.",CFS
Ik hoop dat de terechte verontwaardiging van de meerderheid zal leiden tot een structureel armoedebeleid en huisvestingsbeleid.,NFS
Wij moeten allemaal positief en hoopvol over ons land en onze hoofdstad zijn.,NFS
"Men moet onderhandelen maar niet blokkeren, vooral nu de Europese Unie verzwakt is.",NFS
"Ten eerste, sluit de 68 Diyanetmoskeeën in ons land.",NFS
"Deze week hebben we tijdens een vergadering van de handelsministers nog verduidelijkingen aangebracht, waarna 27 lidstaten – zelfs 27,6 als we de federale en Vlaamse regering meetellen – het CETA-akkoord hebben goedgekeurd.",CFS
Wij kunnen dat nu zelfs met een lichte winst doen,CFS
Dan zal ik ook lijn per lijn uitpluizen of het geld van de belastingbetaler daadwerkelijk naar de daklozen is gegaan.,NFS
Ook de vorige regering heeft al een hervorming doorgevoerd.,UFS
"België brengt zichzelf echter wel in moeilijkheden, want wij doen geheimzinnig over wat wij precies uitvoeren in Syrië.",NFS
"Er zal bijvoorbeeld moeten worden ingezet op een betere wijkwerking, zodat politiemensen daadwerkelijk op straat komen in alle wijken.",NFS
"Als u verliest, zult u wat u extra hebt ontvangen, moeten terugbetalen.",CFS
"Onder andere u, mevrouw de staatssecretaris.",NFS
U hebt daar onze steun voor,NFS
Om die reden werd in 2009 ook de unaviaprocedure goedgekeurd naar aanleiding van de onderzoekscommissie Fiscale Fraude.,CFS
Daar zullen we de komende jaren de winst mee halen.,NFS
Het imago van ons land wordt besmeurd.,NFS
"Mijnheer de voorzitter, over dit ontwerp vond een interessante commissiebespreking plaats.",NFS
Ik hoop dat de Europese top zich daadkrachtig zal opstellen.,NFS
"Amnesty International heeft u gevraagd om een brief te richten aan Marokko om de garantie te krijgen dat de informatie die wij vanuit Marokko krijgen, niet zal zijn verkregen door middel van martelpraktijken.",CFS
Het stoort mij dat er hier een debat gevoerd wordt op basis van aanbevelingen die men niet gelezen heeft.,NFS
Wij kunnen nu uitbreiden naar nieuwe sectoren.,NFS
"Hij moet aan niemand rekenschap afleggen, en zeker niet aan de politieke overheid.",NFS
Ik zal rekening houden met de aangevoerde praktische en juridische bezwaren en ik blijf openstaan voor constructieve voorstellen.,NFS
"Ik kom tot mijn vragen, die analoog zijn aan die van de collega’s.",NFS
Meer dan 240 mensen werden geëvacueerd uit de gebieden die in handen zijn van de rebellen.,CFS
Mijn punt is dat de meerderheid niet heeft gewild dat het rapport van onze experts als basis voor de besprekingen werd gebruikt.,NFS
Voor dergelijke zaken is er geen regel nodig.,NFS
"Wij houden er natuurlijk rekening mee dat bij deze ontmanteling een aantal mensen, ik zal niet zeggen eieren voor hun geld kiezen, maar op de vlucht slaan omdat zij die verplaatsing in Frankrijk niet willen meemaken.",NFS
"Ik ben er mij van bewust dat u dat zult ontkennen, maar de feiten spreken voor zich.",NFS
Ik wil echter ook benadrukken dat repressie alleen het probleem niet zal oplossen.,NFS
"Dat wij van mening verschillen, hoe meer, hoe liever.",NFS
Ik hoop uiteraard dat ik hier volgende week niet opnieuw moet staan.,NFS
"Het kan vandaag dus al, maar u wilt iets veranderen.",NFS
"Mevrouw de minister, als u een gebrek aan goed bestuur of misbruik vermoedt, dan vind ik dat u gerichte controles moet uitvoeren, zoals u dat ook doet in andere instellingen van de gezondheidszorg.",NFS
"Ten gepaste tijde zullen die middelen worden aangedragen, want ook die strijd tegen de zware criminaliteit willen we winnen.",NFS
"Niet antwoorden op hun vraag om stillegging, daar zomaar overheen stappen, dat zou een daad van onbehoorlijk bestuur zijn.",NFS
"De onderzoekscommissie inzake de aanslagen, die we hier hebben meegemaakt, heeft nog maar eens aangetoond tot welke waanzin het soort bevliegingen van politieke vastberadenheid leidt in dit land.",NFS
"Sommige lidstaten, waaronder Frankrijk, hebben het stilzwijgende akkoord gekregen van de Europese Commissie om een verplichte etikettering van de oorsprong in te voeren en dit sinds 1 januari 2017.",CFS
"Het enige wat zij moeten doen, is in eigen boezem kijken.",NFS
Er wachten ons een resem uitdagingen en we staan niet alleen.,NFS
"Mijnheer Vanvelthoven, de amendementen moet u straks maar toelichten.",NFS
Ecolo heeft in de commissie voor de Sociale Zaken en in het Parlement van de Franse Gemeenschap al uiting gegeven aan die bezorgdheid,CFS
Het gaat dus om 17.000 euro per jaar.,CFS
"U pleit er vandaag in de pers hevig voor om de doelmatigheid van onze gezondheidszorg te bevorderen, dus moeten wij dat ook bij iedereen doen.",NFS
"Ten tweede, het ondersteunen van jobs.",NFS
"Welnu, volgende week komt het rapport uit van het Europees Parlement.",UFS
Het komt de veiligheid alleen maar ten goede.,NFS
"Mijnheer de minister, dat is een goede zaak, waarvoor onze steun",NFS
Wij geloven wel in informatisering.,NFS
"Voor sommigen is België een belastingsparadijs, voor anderen bestaan er geen belastingsparadijzen meer, nog anderen willen een zeer lange lijst.",NFS
" Mijnheer de minister, in 2016 gaf de Belg online 9,1 miljard euro uit",CFS
Mijn excuses voor mijn laattijdigheid.,NFS
"Personen die tussen augustus 1985 en juni 1986 besmet raakten, ontvingen een schadevergoeding, maar voor personen die voor augustus 1985 besmet werden, bestaat er geen regeling.",CFS
"Mijnheer de premier, de vragen zijn duidelijk.",NFS
"Nogmaals, ik steun die oproep.",NFS
Men zal die vragen moeten bekijken en waarschijnlijk zal men ook nog eens zijn eigen voorwaarden kunnen opleggen.,NFS
De Waalse regering vroeg nog verduidelijkingen over vier punten.,UFS
Heel belangrijk is ook de meldingsplicht voor financiële tussenpersonen en juridisch adviseurs.,NFS
"Mensen die liever Twitter of andere media geloven, die doen maar.",NFS
Dat moet natuurlijk altijd met respect voor de fundamentele rechten gebeuren.,NFS
"Zo was de uitfasering van de diplomabonificatie voor ambtenaren voor ons een cruciaal gegeven, weliswaar met billijke overgangsmaatregelen, want het kan voor ons immers niet dat de pensioenstelsels dermate verschillend zijn.",NFS
Na verificatie blijkt dat de besparing gerealiseerd wordt over een periode van 19 jaar.,CFS
"Dat betekent, mijnheer de minister, dat u niet mag proberen te minimaliseren of de problemen onder de mat te vegen, in de hoop daarmee de bevolking een vals gevoel van veiligheid te geven.",NFS
"Wat mij intrigeert, is de visie erachter",NFS
Ik vermoed dat dit niet inhoudt dat u het begrotingstraject dat wij afgesproken hebben wil loslaten.,NFS
Dat is een anomalie en daar moeten wij echt iets aan doen.,NFS
De onderzoeksrechter moet worden gered!,NFS
"Ten eerste, ik meende dat u altijd rechtlijnig de sociale partners verdedigde.",NFS
Tegelijkertijd brengt het bedrijf ook vernieuwing op het gebied van logistiek.,NFS
"U begrijpt dat wij dat systeem pas zullen invoeren als wij honderd procent zeker zijn en waarborgen hebben op het vlak van een veilige toegang, de beveiliging van de gegevens en de stemmen, en op het vlak van de capaciteit en de correctheid van het systeem.",NFS
"Ik wil even nuanceren wat u zegt, met name dat wij met een totaal nieuwe tekst zijn gekomen.",NFS
Men mag niet de indruk wekken dat ze er niet toe in staat is te onderhandelen met een land dat slechts 35 miljoen inwoners telt en een belangrijke partner van de francofonie is.,NFS
Het probleem ligt bij de aansturing.,NFS
Ik hoop dat de 170 meisjes binnenkort opnieuw het water kunnen induiken om het beste van zichzelf te geven.,NFS
Het sociaal overleg heeft in dezen schitterend gewerkt.,NFS
"Ik heb ook, zoals u terecht zegt, een en ander zondag gecorrigeerd, want wie het interview volledig gelezen heeft, heeft ook gelezen dat het wat mij betreft over rechtvaardigheid gaat, over het rechtvaardig verdelen van de inspanningen.",NFS
"Het is dus mogelijk dat ik iets dubbel zeg, maar de potentiële afspraak was dat wij onder de verslaggevers het werk zouden verdelen om niet telkens dubbele meningen en verslagen te moeten aanhoren.",NFS
 U kunt alvast rekenen op de MR voor de nodige wetswijzigingen,NFS
Sommigen hebben dat uit overtredingszin gedaan.,NFS
Ik betreur dat u de bijzondere rol van het onderwijzend personeel niet wilt erkennen,NFS
"Als ze dat doen, dan is er geen sprake meer van fraude, maar dan wordt de economische activiteit op een terechte manier uitgebaat en wordt die correct fiscaal geregeld.",NFS
Vanavond vindt er een Europese top over het handelsbeleid van de Europese Unie plaats.,UFS
"Mijnheer de voorzitter, collega Hedebouw, drie jaar geleden ben ik met de fiets door Cuba gereden.",UFS
U moet nu niet ontkennen dat er plannen zijn.,NFS
"In die zin betreur ik nu al de voorafname op de stemming, die voor u negatief zou zijn, collega Laaouej.",NFS
Ik vind dat een totaal verkeerd uitgangspunt en ik vind deze uitspraken onaanvaardbaar.,NFS
"Denkelijk steekt niemand hier in de zaal zijn hand ervoor in het vuur dat alle gegevens die uit de verschillende leaks zijn gekomen, ook echt alle gegevens zijn geweest.",NFS
"Met iedere maand die voorbijgaat, gaan er jobs verloren… We wachten op de wet tot omzetting van de richtlijn.",NFS
Het plan is daar ontstaan en gerijpt.,NFS
"Er is natuurlijk expertise nodig, maar de vraag is of het wel gezond is de grensbedragen op te trekken, veeleer dan die expertise bij de overheid zelf te ontwikkelen.",NFS
Het is wel jammer dat uw idool Poetin alleen de taal van de macht verstaat.,NFS
Groen heeft al heel veel deksels van die potjes gelicht.,NFS
U knipt in uitgaven waaraan de mensen het meeste nood hebben.,NFS
Niemand kon mij daar ooit een antwoord op geven.,NFS
Volgende week doen we dat.,NFS
"De Russische ambassadeur heeft ook geprobeerd om de eenheid van de coalitie tegen Daesh te ondermijnen, door beschuldigingen te uiten tegen andere partners.",NFS
Groot was dan ook mijn verbazing toen ik dinsdagochtend via de radio vernam dat niemand minder dan minister Marghem met Europa zou onderhandelen om de ambitieuze klimaatdoelstellingen te reduceren.,NFS
Het had beter kunnen zijn.,NFS
Onlangs verscheen er nog een video van Belgische IS-stijders vanuit Mosoel om ons hier te bedreigen.,CFS
"Auto's en winkels werden vernield, brandweerlui en politiemensen werden aangevallen.",CFS
Vroeger moest een indicatie van fraude worden bewezen.,UFS
"Ik ben in deze zaal wellicht niet de enige die door mensen uit de Turkse diaspora aangesproken werd over de steeds grotere druk die rechtstreeks of onrechtstreeks wordt uitgeoefend vanuit Ankara, om de onderlinge verhoudingen in ons eigen land te verzieken en om conflicten uit Turkije –daarover hebben wij het hier al meermaals gehad– te exporteren naar gemeenschappen die bij ons leven.",NFS
"Vergelijk het met het wegverkeer en stel u voor dat men niet in staat is om systematische checks te doen, niet alleen van wie met welke auto rijdt, maar ook van wie tegen welke snelheid met welke auto rijdt.",NFS
Het is geen evidente zaak.,NFS
